﻿id,title,authors,source,published_date,url,pdf_url,keywords,abstract,abstract_ko,domain,downloaded_at,created_at
387,Ministerial Leadership in the Post-Covid-19 Era: As Viewed through the Leadership Model of Decision-Making,Seong Hun Choi,Crossref,2021-2-28,https://doi.org/10.17778/mat.2021.02.53.461,,,,,leadership,,2026-06-26 00:16:25.010461
386,고등학생의 의사결정 유형에 따른 생명과학 관련 사회적•윤리적 문제에 대한 의사결정 양상 분석,문성채,Crossref,2015-7,https://doi.org/10.15717/bioedu.2015.43.2.97,,,,,leadership,,2026-06-26 00:16:25.007972
385,리더십 역할이 인공지능 결정 판단에 미치는 영향 : 의사결정자와 의사결정 대상 간의 차이,Youjung Jun,Crossref,2025-5-31,https://doi.org/10.37674/ceoms.28.2.2,,,,,leadership,,2026-06-26 00:16:25.006881
384,"The Structural Relationship among Principal Leadership, School Climate, Teacher Cooperation and Decision-making","Hansol Woo, Ji-Hee Seo, Moonyong Eom, Suji Lee",Crossref,2023-6-30,https://doi.org/10.22553/keas.2023.41.2.173,,,,,leadership,,2026-06-26 00:16:25.003977
383,Ethical leadership and the psychology of decision making,"David M. Messick, Max H. Bazerman",OpenAlex,2004-05-19,https://doi.org/10.1016/s1529-2096(01)03014-0,https://doi.org/10.1016/s1529-2096(01)03014-0,"Harm, Face (sociological concept), Quality (philosophy), Psychology, Engineering ethics","Executives today face many difficult, potentially explosive situations in which they must make decisions that can help or harm their firms, themselves, and others. How can they improve the ethical quality of their decisions? How can they ensure that their decisions will not backfire? The authors discuss three types of theories - theories about the world, theories about other people, and theories about ourselves - that will help executives understand how they make the judgments on which they base their decisions. By understanding those theories, they can learn how to make better, more ethical decisions.","오늘날 경영진은 회사와 자신, 그리고 다른 사람들에게 도움이 되거나 해를 끼칠 수 있는 결정을 내려야 하는 어렵고 폭발 가능성이 있는 많은 상황에 직면해 있습니다. 의사결정의 윤리적 질을 어떻게 향상시킬 수 있습니까? 자신의 결정이 역효과를 내지 않을 것이라고 어떻게 확신할 수 있습니까? 저자들은 세 가지 유형의 이론, 즉 세상에 관한 이론, 다른 사람에 관한 이론, 우리 자신에 관한 이론을 논의합니다. 이 이론은 경영진이 결정의 기초가 되는 판단을 내리는 방법을 이해하는 데 도움이 됩니다. 이러한 이론을 이해함으로써 학생들은 더 나은, 더 윤리적인 결정을 내리는 방법을 배울 수 있습니다.",leadership,,2026-06-26 00:16:15.675323
382,"Decision-making, leadership and performance links in private education institutes","Nuri Gökhan Torlak, Ahmet Demir, Taylan Budur",OpenAlex,2021-03-29,https://doi.org/10.1108/ramj-10-2020-0061,https://www.emerald.com/insight/content/doi/10.1108/RAMJ-10-2020-0061/full/pdf?title=decision-making-leadership-and-performance-links-in-private-education-institutes,"Mediation, Leadership style, Structural equation modeling, Originality, Educational leadership","Purpose This paper aims to investigate the relationships between participative decision-making, ethical leadership and leadership performance, which might make school leaders quit autocratic behavior and enhance their performance at private K12 schools in Iraq. Design/methodology/approach The researchers collected data through a questionnaire using a stratified sampling methodology from 207 educators of 10 institutions. The research methodology included demographic analysis, factor analysis, structural equation modeling and mediation analysis. Findings The participative decision-making affected moral, knowledge and attitude that contributed to leadership performance. Besides, the only attitude mediated the relationship between participative decision-making and leadership performance. Research limitations/implications The study is limited to private K12 schools in Iraq. Therefore, the findings cannot be generalized. It might guide educational institutes to change their management style. Originality/value The study delivers a unique insight into education in Iraq.","목적 이 논문은 학교 지도자들이 독재적인 행동을 그만두고 이라크의 K12 사립학교에서의 성과를 향상시킬 수 있는 참여적 의사 결정, 윤리적 리더십 및 리더십 성과 사이의 관계를 조사하는 것을 목표로 합니다. 설계/방법론/접근법 연구자들은 10개 기관의 207명의 교육자로부터 계층화된 샘플링 방법을 사용하여 설문지를 통해 데이터를 수집했습니다. 연구방법에는 인구통계학적 분석, 요인분석, 구조방정식모형, 매개분석 등이 포함되었다. 조사 결과 참여적 의사 결정은 리더십 성과에 기여하는 도덕적, 지식 및 태도에 영향을 미쳤습니다. 또한, 유일한 태도는 참여적 의사결정과 리더십 성과 간의 관계를 매개하는 것으로 나타났다. 연구의 한계/의미 본 연구는 이라크의 K12 사립학교에만 국한되었습니다. 따라서 결과를 일반화할 수 없습니다. 교육 기관의 관리 스타일을 바꾸도록 안내할 수 있습니다. 독창성/가치 이 연구는 이라크 교육에 대한 독특한 통찰력을 제공합니다.",leadership,,2026-06-26 00:16:14.813229
380,Crucial Decisions: Leadership in Policy-Making and Crisis Management,"Richard Field, Irving L. Janis",OpenAlex,1990-07-01,https://doi.org/10.2307/258025,https://doi.org/10.2307/258025,"Crisis management, Management, Public relations, Political science, Business","The article presents a review of the book “Crucial Decisions: Leadership in Policymaking and Crisis Management,” by Irving L. Janis.","이 기사에서는 Irving L. Janis가 저술한 ""중요한 결정: 정책 결정 및 위기 관리의 리더십""이라는 책에 대한 리뷰를 제공합니다.",leadership,,2026-06-26 00:16:13.306311
378,"Leadership, consensus decision making and collective behaviour in humans","John R.G. Dyer, Anders Johansson, Dirk Helbing, Iain D. Couzin, Jens Krause",OpenAlex,2008-12-12,https://doi.org/10.1098/rstb.2008.0233,https://doi.org/10.1098/rstb.2008.0233,"Crowds, Affect (linguistics), Group decision-making, Group (periodic table), Empirical research","This paper reviews the literature on leadership in vertebrate groups, including recent work on human groups, before presenting the results of three new experiments looking at leadership and decision making in small and large human groups. In experiment 1, we find that both group size and the presence of uninformed individuals can affect the speed with which small human groups (eight people) decide between two opposing directional preferences and the likelihood of the group splitting. In experiment 2, we show that the spatial positioning of informed individuals within small human groups (10 people) can affect the speed and accuracy of group motion. We find that having a mixture of leaders positioned in the centre and on the edge of a group increases the speed and accuracy with which the group reaches their target. In experiment 3, we use large human crowds (100 and 200 people) to demonstrate that the trends observed from earlier work using small human groups can be applied to larger crowds. We find that only a small minority of informed individuals is needed to guide a large uninformed group. These studies build upon important theoretical and empirical work on leadership and decision making in animal groups.","이 논문은 인간 그룹에 대한 최근 연구를 포함하여 척추동물 그룹의 리더십에 관한 문헌을 검토한 후 소규모 및 대규모 인간 그룹의 리더십과 의사 결정을 조사하는 세 가지 새로운 실험 결과를 제시합니다. 실험 1에서 우리는 그룹 크기와 정보를 모르는 개인의 존재가 소규모 인간 그룹(8명)이 두 개의 반대 방향 선호 사이에서 결정하는 속도와 그룹 분할 가능성에 영향을 미칠 수 있음을 발견했습니다. 실험 2에서는 소규모 인간 그룹(10명) 내에서 정보를 보유한 개인의 공간적 위치 지정이 그룹 동작의 속도와 정확성에 영향을 미칠 수 있음을 보여줍니다. 우리는 그룹의 중앙과 가장자리에 여러 리더를 배치하면 그룹이 목표에 도달하는 속도와 정확성이 향상된다는 것을 발견했습니다. 실험 3에서는 대규모 군중(100명 및 200명)을 사용하여 소규모 인간 그룹을 사용한 이전 작업에서 관찰된 경향이 더 큰 군중에 적용될 수 있음을 보여줍니다. 우리는 정보가 없는 대규모 그룹을 안내하는 데 정보가 있는 소수의 개인만이 필요하다는 것을 발견했습니다. 이러한 연구는 동물 집단의 리더십과 의사 결정에 관한 중요한 이론적, 경험적 연구를 기반으로 합니다.",leadership,,2026-06-26 00:16:12.444342
377,Leadership and Decision-Making.,"Edwin P. Hollander, Victor H. Vroom, Philip Yetton",OpenAlex,1973-12-01,https://doi.org/10.2307/2392210,https://doi.org/10.2307/2392210,"Psychology, Leadership style, Management, Political science, Sociology",,,leadership,,2026-06-26 00:16:11.078887
376,International Decision Making: Leadership Matters,"Margaret G. Hermann, Joe D. Hagan",OpenAlex,1998-01-01,https://doi.org/10.2307/1149281,https://doi.org/10.2307/1149281,Political science,,,leadership,,2026-06-26 00:16:11.077432
374,Leadership and Decision-Making,"Victor H. Vroom, Philip Yetton",OpenAlex,1973-06-15,https://doi.org/10.2307/j.ctt6wrc8r,https://doi.org/10.2307/j.ctt6wrc8r,"Psychology, Political science","xiii, 233 pages : 23 cm","xiii, 233페이지: 23cm",leadership,,2026-06-26 00:16:11.062497
370,Leadership and Decision-Making in Times of Change,"Federica Brunetta, Paolo Boccardelli",Crossref,2024-4-18,https://doi.org/10.4324/9781003459804-1,,,,,leadership,,2026-06-26 00:15:58.701411
367,"Leadership Skills and the Dialectics of Leadership in
                    Group Decision Making",J. Kevin Barge,Crossref,1996,https://doi.org/10.4135/9781452243764.n11,,,,,leadership,,2026-06-26 00:15:58.695534
365,Leadership and Decision-Making,"Federica Brunetta, Paolo Boccardelli",Crossref,2024-4-18,https://doi.org/10.4324/9781003459804-5,,,,,leadership,,2026-06-26 00:15:58.691406
